Event_ID,Event_DateTime,Attack_Type_ID,Source_IP_ID,Country_ID,Severity_ID,System_ID,Packets,Bytes_Transferred,Detection_Time_Min,Response_Time_Min,Status
E001445,2023-09-15,AT01,IP0287,C02,S2,SYS07,39892,3899038,13,31,Escalated
E001446,2023-12-17,AT02,IP0208,C07,S2,SYS02,36665,4171889,5,33,Mitigated
E001447,2024-09-14,AT06,IP0100,C05,S3,SYS01,31521,416575,13,57,Mitigated
E001448,2023-06-27,AT01,IP0172,C01,S3,SYS02,23423,8375104,12,71,Resolved
E001449,2024-05-08,AT01,IP0109,C01,S1,SYS07,16409,5211179,4,39,Resolved
E001450,2023-03-27,AT01,IP0017,C04,S2,SYS03,13172,5894526,3,32,Mitigated
E001451,2023-01-27,AT09,IP0289,C08,S3,SYS01,24763,2691090,10,61,Mitigated
E001452,2024-03-02,AT01,IP0005,C06,S5,SYS07,7439,6530332,3,53,Resolved
E001453,2024-05-18,AT09,IP0162,C07,S3,SYS06,26653,8818277,11,44,Resolved
E001454,2023-10-05,AT09,IP0050,C06,S4,SYS04,38712,4148745,13,60,Escalated
E001455,2023-11-03,AT03,IP0077,C01,S3,SYS05,42918,6521172,8,29,Resolved
E001456,2023-04-11,AT02,IP0020,C05,S4,SYS02,15680,3883524,2,44,Mitigated
E001457,2023-02-04,AT04,IP0048,C04,S1,SYS02,31309,9644439,4,10,Escalated
E001458,2024-11-03,AT04,IP0083,C06,S4,SYS04,14460,652813,14,26,Mitigated
E001459,2024-06-02,AT01,IP0221,C01,S2,SYS06,23991,4354094,13,52,Escalated
E001460,2024-09-21,AT02,IP0039,C03,S2,SYS05,5238,2796314,13,23,Escalated
E001461,2024-08-05,AT10,IP0008,C03,S1,SYS07,15349,6206491,6,37,Resolved
E001462,2024-02-17,AT03,IP0045,C08,S5,SYS01,45667,5650843,12,67,Resolved
E001463,2023-12-19,AT01,IP0083,C02,S5,SYS03,17321,5314435,9,22,Escalated
E001464,2024-11-01,AT02,IP0092,C08,S1,SYS03,28485,149875,9,28,Resolved
E001465,2023-04-05,AT09,IP0227,C03,S4,SYS01,14586,4722410,8,40,Escalated
E001466,2023-11-19,AT02,IP0147,C07,S2,SYS04,25384,1217201,10,22,Escalated
E001467,2023-12-16,AT08,IP0188,C06,S1,SYS03,21433,1749383,3,50,Mitigated
E001468,2024-05-07,AT04,IP0135,C01,S3,SYS05,47797,2136287,11,43,Escalated
E001469,2023-05-17,AT01,IP0288,C01,S4,SYS02,48209,4359177,6,57,Mitigated
E001470,2023-11-04,AT01,IP0205,C02,S2,SYS02,26242,8681682,6,27,Resolved
E001471,2023-10-26,AT07,IP0179,C08,S3,SYS04,43379,4156974,13,66,Escalated
E001472,2023-08-02,AT03,IP0056,C02,S4,SYS02,36676,2565860,10,26,Escalated
E001473,2024-08-04,AT01,IP0204,C07,S5,SYS02,31040,1850914,4,52,Resolved
E001474,2023-09-28,AT01,IP0249,C04,S2,SYS06,31201,1876305,5,12,Escalated
E001475,2023-11-01,AT02,IP0020,C03,S2,SYS04,49746,3156151,1,15,Mitigated
E001476,2024-11-24,AT04,IP0017,C07,S2,SYS01,10023,5868150,3,30,Resolved
E001477,2024-01-25,AT06,IP0110,C01,S5,SYS02,21146,5065697,2,47,Mitigated
E001478,2023-05-12,AT09,IP0139,C05,S3,SYS06,16201,7201524,12,67,Mitigated
E001479,2024-12-17,AT01,IP0208,C02,S1,SYS03,23330,3064485,3,12,Escalated
E001480,2023-02-01,AT02,IP0110,C05,S3,SYS02,47553,869680,14,51,Mitigated
E001481,2024-09-27,AT01,IP0176,C05,S5,SYS02,43237,6392679,14,60,Mitigated
E001482,2023-04-27,AT01,IP0244,C03,S3,SYS06,44878,3545632,8,58,Resolved
E001483,2023-10-07,AT02,IP0200,C01,S3,SYS05,34024,5806419,9,60,Escalated
E001484,2024-04-22,AT01,IP0297,C03,S4,SYS03,48908,1577859,3,62,Escalated
E001485,2024-06-23,AT10,IP0163,C01,S5,SYS02,44219,8108333,1,58,Resolved
E001486,2024-04-22,AT08,IP0163,C02,S3,SYS07,25193,5132295,10,43,Escalated
E001487,2024-03-22,AT02,IP0002,C08,S3,SYS07,10027,7706436,1,34,Mitigated
E001488,2024-05-17,AT04,IP0297,C02,S3,SYS01,14012,8834546,13,22,Mitigated
E001489,2024-03-04,AT05,IP0280,C03,S2,SYS05,41992,3103526,12,68,Resolved
E001490,2023-03-01,AT01,IP0098,C01,S2,SYS03,31694,2899888,1,39,Resolved
E001491,2023-04-14,AT01,IP0258,C02,S4,SYS06,26788,1169077,11,18,Resolved
E001492,2023-11-24,AT04,IP0211,C06,S3,SYS03,20210,9665660,6,64,Escalated
E001493,2024-02-10,AT02,IP0172,C02,S5,SYS02,32381,9338761,2,56,Resolved
E001494,2024-05-26,AT02,IP0084,C07,S2,SYS04,26142,3910004,5,39,Resolved
E001495,2023-12-10,AT06,IP0224,C05,S3,SYS06,28797,609590,8,38,Escalated
E001496,2024-11-08,AT08,IP0051,C02,S5,SYS07,35740,9271342,4,29,Mitigated
E001497,2024-05-02,AT01,IP0211,C02,S1,SYS04,11590,1950170,1,56,Escalated
E001498,2023-05-02,AT05,IP0052,C08,S5,SYS05,42499,6821313,3,57,Escalated
E001499,2023-10-21,AT06,IP0216,C04,S3,SYS02,47032,9995429,6,55,Resolved
E001500,2024-01-13,AT03,IP0241,C02,S1,SYS03,6476,8992812,5,63,Resolved
E001501,2024-09-29,AT02,IP0203,C01,S4,SYS03,13066,8762841,11,42,Mitigated
E001502,2024-05-25,AT03,IP0136,C05,S2,SYS07,13167,3061936,9,46,Resolved
E001503,2023-11-23,AT04,IP0213,C01,S1,SYS01,40001,3014999,13,31,Mitigated
E001504,2023-09-27,AT01,IP0266,C06,S2,SYS03,11359,7257788,6,33,Mitigated
E001505,2023-08-14,AT09,IP0124,C07,S5,SYS02,14332,9537799,6,64,Escalated
E001506,2023-09-26,AT04,IP0296,C07,S4,SYS02,46936,8496717,13,67,Escalated
E001507,2024-12-30,AT02,IP0207,C06,S4,SYS05,18317,4245530,4,57,Mitigated
E001508,2024-03-03,AT02,IP0065,C02,S1,SYS06,30622,631088,10,68,Escalated
E001509,2024-11-30,AT06,IP0134,C03,S4,SYS03,41651,1758027,14,38,Mitigated
E001510,2024-08-01,AT01,IP0006,C03,S1,SYS01,21689,967891,14,40,Escalated
E001511,2024-09-16,AT05,IP0041,C07,S5,SYS01,5958,4021046,6,14,Escalated
E001512,2024-06-19,AT05,IP0184,C03,S5,SYS02,8538,9597205,12,61,Escalated
E001513,2023-04-05,AT07,IP0275,C04,S2,SYS06,14983,8416851,13,48,Resolved
E001514,2024-06-12,AT05,IP0141,C02,S3,SYS02,5205,9367985,3,35,Escalated
E001515,2023-10-27,AT01,IP0053,C02,S5,SYS04,31108,5217499,11,66,Escalated
E001516,2023-08-01,AT01,IP0135,C03,S1,SYS01,24504,5800366,14,28,Mitigated
E001517,2023-05-23,AT02,IP0107,C07,S2,SYS01,43798,4998994,3,16,Resolved
E001518,2023-06-30,AT06,IP0250,C02,S3,SYS02,46716,7645728,8,61,Escalated
E001519,2023-05-02,AT02,IP0231,C03,S4,SYS02,29734,8137137,7,64,Resolved
E001520,2024-11-19,AT01,IP0291,C01,S2,SYS01,20389,7131034,12,64,Resolved
E001521,2024-10-20,AT10,IP0280,C01,S3,SYS02,17546,9480414,7,39,Escalated
E001522,2024-10-07,AT05,IP0099,C01,S5,SYS05,22765,461949,6,41,Mitigated
E001523,2024-12-21,AT03,IP0111,C06,S4,SYS01,8574,9613877,11,32,Mitigated
E001524,2024-03-01,AT01,IP0043,C03,S1,SYS03,22945,9814290,13,70,Resolved
E001525,2024-12-07,AT02,IP0179,C05,S5,SYS04,40159,7164179,11,55,Escalated
E001526,2023-05-31,AT06,IP0205,C04,S3,SYS03,35684,177332,8,33,Mitigated
E001527,2023-05-05,AT01,IP0144,C07,S4,SYS01,22504,4979705,3,38,Escalated
E001528,2024-08-05,AT06,IP0085,C04,S3,SYS06,8370,6191038,12,60,Resolved
E001529,2024-06-02,AT02,IP0140,C06,S3,SYS05,42075,9732843,5,10,Mitigated
E001530,2023-07-31,AT04,IP0291,C06,S3,SYS03,49065,9259153,1,20,Escalated
E001531,2024-12-01,AT06,IP0018,C05,S3,SYS05,7413,9524600,4,16,Resolved
E001532,2023-04-17,AT01,IP0272,C06,S4,SYS04,8457,6858672,12,25,Mitigated
E001533,2024-03-30,AT01,IP0220,C03,S4,SYS03,37264,9774014,10,24,Mitigated
E001534,2023-04-11,AT01,IP0191,C03,S3,SYS07,49349,9678064,2,30,Resolved
E001535,2024-02-13,AT01,IP0006,C06,S2,SYS02,43345,5805713,11,64,Resolved
E001536,2023-06-16,AT03,IP0120,C02,S2,SYS04,13933,274811,7,39,Resolved
E001537,2024-11-11,AT04,IP0053,C05,S3,SYS06,44155,7020881,11,65,Escalated
E001538,2024-05-21,AT08,IP0039,C07,S4,SYS06,37974,5966419,1,8,Resolved
E001539,2024-11-16,AT01,IP0101,C01,S2,SYS07,23212,5633198,10,35,Resolved
E001540,2024-08-10,AT02,IP0216,C02,S5,SYS01,11094,9117545,7,25,Resolved
E001541,2023-01-02,AT01,IP0197,C04,S2,SYS05,29363,9625030,8,21,Mitigated
E001542,2024-11-17,AT01,IP0295,C01,S3,SYS04,10943,7651209,5,34,Resolved
E001543,2023-04-27,AT01,IP0019,C01,S5,SYS03,43207,6547815,9,39,Escalated
E001544,2024-05-28,AT01,IP0213,C05,S3,SYS03,47351,327977,6,62,Resolved
E001545,2024-01-28,AT05,IP0285,C06,S3,SYS04,28897,3740379,10,23,Escalated
E001546,2024-05-24,AT01,IP0233,C08,S2,SYS07,26125,6835068,3,50,Escalated
E001547,2024-04-04,AT09,IP0192,C02,S1,SYS01,27580,8607841,13,71,Mitigated
E001548,2023-06-06,AT01,IP0054,C06,S1,SYS07,29619,8502477,14,41,Escalated
E001549,2023-01-10,AT05,IP0046,C04,S2,SYS06,17122,3420627,3,31,Resolved
E001550,2023-03-26,AT06,IP0003,C01,S3,SYS03,26677,4715743,8,29,Mitigated
E001551,2024-12-31,AT01,IP0039,C05,S5,SYS03,23075,7405023,7,42,Escalated
E001552,2023-09-09,AT04,IP0139,C03,S4,SYS02,45503,2777636,12,38,Escalated
E001553,2024-04-26,AT02,IP0076,C07,S1,SYS06,34097,707612,6,54,Resolved
E001554,2024-08-22,AT04,IP0124,C08,S3,SYS06,20544,6739150,6,38,Resolved
E001555,2024-04-02,AT09,IP0248,C04,S2,SYS01,28653,4862347,12,41,Resolved
E001556,2023-06-13,AT05,IP0181,C04,S4,SYS06,11452,924353,9,64,Escalated
E001557,2024-12-19,AT05,IP0040,C02,S2,SYS04,7787,408293,12,61,Mitigated
E001558,2024-04-18,AT01,IP0240,C07,S3,SYS02,7155,2696279,6,42,Resolved
E001559,2023-07-27,AT01,IP0271,C06,S2,SYS07,13598,9137160,1,47,Resolved
E001560,2023-05-31,AT05,IP0259,C02,S3,SYS02,18919,4135876,5,49,Mitigated
E001561,2024-02-16,AT08,IP0232,C04,S2,SYS07,42677,1469693,2,26,Resolved
E001562,2024-02-07,AT01,IP0085,C05,S2,SYS07,34692,2565254,3,53,Escalated
E001563,2024-10-03,AT04,IP0055,C02,S1,SYS02,7920,1959093,1,6,Mitigated
E001564,2024-12-11,AT07,IP0015,C08,S2,SYS06,10615,614004,13,31,Escalated
E001565,2024-10-05,AT02,IP0282,C02,S2,SYS03,14605,3094677,13,49,Resolved
E001566,2024-09-08,AT01,IP0221,C06,S2,SYS01,24192,7312291,1,26,Resolved
E001567,2024-04-11,AT01,IP0196,C07,S1,SYS02,7846,723521,3,56,Resolved
E001568,2024-10-22,AT01,IP0142,C08,S2,SYS05,40030,9857946,3,27,Resolved
E001569,2024-11-17,AT01,IP0128,C02,S1,SYS02,27437,386102,8,37,Mitigated
E001570,2024-11-01,AT01,IP0137,C04,S1,SYS01,47424,4257752,4,10,Escalated
E001571,2024-09-18,AT01,IP0208,C07,S2,SYS04,42538,1140397,4,52,Mitigated
E001572,2024-03-24,AT01,IP0138,C08,S4,SYS02,39813,9636525,11,69,Mitigated
E001573,2023-01-05,AT06,IP0148,C05,S2,SYS06,47419,5760928,3,40,Mitigated
E001574,2024-07-08,AT01,IP0245,C05,S3,SYS07,37407,1952675,2,25,Escalated
E001575,2023-03-30,AT01,IP0036,C03,S2,SYS02,8487,7671592,4,21,Resolved
E001576,2023-07-31,AT07,IP0007,C08,S1,SYS04,34425,2702562,7,27,Resolved
E001577,2023-02-03,AT01,IP0040,C03,S5,SYS06,47185,9883545,4,28,Mitigated
E001578,2024-01-09,AT03,IP0299,C01,S5,SYS04,21202,1954936,14,40,Mitigated
E001579,2023-05-06,AT02,IP0009,C05,S1,SYS07,21775,3574376,10,62,Mitigated
E001580,2023-03-23,AT03,IP0076,C02,S2,SYS01,37259,2978237,5,12,Resolved
E001581,2024-08-11,AT06,IP0252,C06,S2,SYS05,37020,4862152,13,61,Resolved
E001582,2024-08-10,AT04,IP0235,C01,S2,SYS07,9370,4408783,9,59,Resolved
E001583,2023-11-22,AT01,IP0266,C08,S2,SYS01,48199,4895684,6,30,Resolved
E001584,2024-03-09,AT04,IP0011,C03,S4,SYS04,32977,1955121,14,49,Mitigated
E001585,2023-12-15,AT04,IP0255,C01,S1,SYS02,7669,8963441,11,54,Escalated
E001586,2023-10-12,AT05,IP0185,C04,S5,SYS06,17282,4210891,11,37,Mitigated
E001587,2023-12-18,AT01,IP0056,C05,S5,SYS06,29406,3761632,2,40,Escalated
E001588,2024-01-21,AT03,IP0270,C03,S5,SYS03,21512,5297296,7,21,Escalated
E001589,2024-07-25,AT01,IP0214,C05,S2,SYS03,12622,8988208,9,44,Mitigated
E001590,2024-07-17,AT01,IP0176,C02,S3,SYS04,41324,7089823,3,55,Resolved
E001591,2023-06-13,AT03,IP0178,C05,S4,SYS01,23518,1468906,1,9,Mitigated
E001592,2024-07-18,AT02,IP0239,C03,S3,SYS05,25287,2903943,4,17,Resolved
E001593,2023-09-21,AT04,IP0156,C08,S3,SYS03,15686,5639086,5,21,Mitigated
E001594,2024-07-16,AT06,IP0021,C04,S1,SYS03,36653,3791689,9,31,Escalated
E001595,2024-06-04,AT01,IP0003,C07,S3,SYS03,28100,4759710,14,71,Escalated
E001596,2024-10-04,AT06,IP0071,C06,S1,SYS03,17693,522994,8,15,Escalated
E001597,2023-04-29,AT04,IP0080,C02,S4,SYS06,30966,9284315,12,60,Resolved
E001598,2023-11-28,AT01,IP0222,C02,S4,SYS03,11932,9944648,7,47,Mitigated
E001599,2024-07-10,AT01,IP0128,C07,S5,SYS04,23201,7161964,6,58,Resolved
E001600,2023-10-20,AT09,IP0134,C05,S1,SYS05,11376,9851001,4,32,Resolved
E001601,2024-06-02,AT01,IP0166,C03,S3,SYS06,9366,2704878,5,27,Mitigated
E001602,2023-10-16,AT01,IP0103,C05,S3,SYS03,37795,6066800,6,53,Mitigated
E001603,2024-03-10,AT01,IP0237,C03,S5,SYS04,14047,5546075,8,61,Resolved
E001604,2023-11-28,AT01,IP0161,C06,S3,SYS04,8870,2514625,2,42,Resolved
E001605,2023-05-11,AT02,IP0211,C08,S3,SYS01,22602,3951910,2,48,Escalated
E001606,2023-07-20,AT01,IP0046,C03,S4,SYS05,37089,261101,12,35,Resolved
E001607,2023-04-30,AT06,IP0192,C03,S3,SYS05,44042,5954769,13,31,Escalated
E001608,2024-05-16,AT07,IP0028,C07,S4,SYS02,22328,4158518,13,71,Resolved
E001609,2023-03-10,AT04,IP0266,C08,S3,SYS07,34715,8134508,12,30,Mitigated
E001610,2024-07-13,AT01,IP0055,C06,S2,SYS05,22580,6785495,11,50,Mitigated
E001611,2024-03-19,AT06,IP0170,C01,S3,SYS01,12084,3649551,2,47,Escalated
E001612,2024-03-01,AT03,IP0028,C04,S3,SYS05,24394,2573836,8,41,Mitigated
E001613,2024-01-16,AT03,IP0070,C04,S5,SYS06,16969,7195221,4,58,Escalated
E001614,2023-05-12,AT07,IP0160,C01,S2,SYS07,36792,7145663,5,24,Resolved
E001615,2024-04-10,AT04,IP0035,C01,S2,SYS02,41992,2243678,13,59,Escalated
E001616,2024-10-02,AT07,IP0127,C04,S3,SYS01,40634,3460966,6,45,Resolved
E001617,2023-01-23,AT01,IP0201,C01,S3,SYS01,29944,1630688,13,30,Resolved
E001618,2024-09-01,AT02,IP0121,C05,S5,SYS07,9601,6142242,14,47,Escalated
E001619,2024-08-01,AT04,IP0064,C07,S4,SYS02,22839,9326377,14,42,Escalated
E001620,2023-04-01,AT01,IP0124,C03,S1,SYS05,32848,4907821,13,53,Escalated
E001621,2023-04-08,AT04,IP0246,C05,S2,SYS03,45854,9830886,4,18,Escalated
E001622,2024-07-12,AT01,IP0189,C05,S3,SYS04,48585,5558766,10,49,Resolved
E001623,2024-09-23,AT04,IP0214,C07,S1,SYS02,24280,1027510,9,60,Mitigated
E001624,2024-05-26,AT01,IP0200,C01,S1,SYS05,8325,7143135,12,39,Resolved
E001625,2023-08-04,AT01,IP0228,C01,S3,SYS03,40805,7845665,10,22,Mitigated
E001626,2024-09-19,AT02,IP0142,C01,S4,SYS02,33896,9246947,5,40,Resolved
E001627,2023-12-25,AT03,IP0108,C06,S4,SYS06,44916,161330,6,33,Escalated
E001628,2024-11-05,AT02,IP0078,C06,S1,SYS06,7246,6718991,11,60,Escalated
E001629,2023-09-29,AT03,IP0072,C05,S3,SYS07,48901,5999128,14,45,Escalated
E001630,2023-04-14,AT01,IP0248,C07,S2,SYS04,34424,4805230,7,59,Escalated
E001631,2024-03-05,AT04,IP0260,C05,S3,SYS02,27699,8143364,3,11,Escalated
E001632,2023-03-10,AT01,IP0179,C07,S5,SYS01,10413,2719189,1,36,Mitigated
E001633,2023-08-24,AT01,IP0119,C02,S4,SYS06,42097,3604179,2,33,Mitigated
E001634,2024-07-05,AT02,IP0166,C04,S3,SYS07,13039,2336422,4,56,Escalated
E001635,2023-08-18,AT06,IP0090,C07,S1,SYS07,28999,2200588,3,56,Resolved
E001636,2024-07-30,AT08,IP0129,C02,S1,SYS01,14819,6122156,10,45,Escalated
E001637,2024-02-25,AT01,IP0016,C03,S4,SYS03,13906,6008108,2,36,Mitigated
E001638,2024-11-22,AT04,IP0294,C04,S2,SYS02,38149,3444181,3,31,Resolved
E001639,2024-10-21,AT02,IP0116,C04,S3,SYS06,47678,1927916,5,44,Mitigated
E001640,2023-03-10,AT02,IP0099,C02,S3,SYS05,30293,9670032,5,53,Mitigated
E001641,2024-05-24,AT04,IP0105,C01,S3,SYS07,36236,6458236,8,38,Mitigated
E001642,2023-12-28,AT07,IP0209,C02,S2,SYS03,22584,6835618,6,32,Mitigated
E001643,2023-03-29,AT04,IP0271,C08,S5,SYS02,32277,8145998,12,54,Mitigated
E001644,2024-03-29,AT03,IP0181,C06,S3,SYS05,46800,9102789,14,61,Escalated
E001645,2024-03-17,AT07,IP0225,C07,S4,SYS06,30664,532911,12,22,Resolved
E001646,2024-08-08,AT07,IP0066,C05,S3,SYS01,44137,3358832,4,23,Mitigated
E001647,2023-11-04,AT02,IP0277,C06,S1,SYS01,21676,4071792,3,10,Mitigated
E001648,2023-05-22,AT06,IP0129,C07,S2,SYS06,35885,7505246,7,60,Resolved
E001649,2023-06-26,AT01,IP0148,C02,S4,SYS05,48878,4434965,1,12,Escalated
E001650,2024-06-03,AT01,IP0257,C05,S3,SYS04,11710,8735405,14,61,Escalated
E001651,2024-12-16,AT01,IP0057,C08,S3,SYS03,19937,7711930,13,37,Escalated
E001652,2023-04-21,AT01,IP0134,C04,S2,SYS03,27568,3189675,9,22,Mitigated
E001653,2024-03-28,AT01,IP0169,C01,S3,SYS02,33913,6960961,10,20,Resolved
E001654,2024-11-05,AT01,IP0019,C06,S5,SYS01,38746,4408368,11,67,Resolved
E001655,2023-10-03,AT03,IP0042,C08,S3,SYS02,16145,8575336,12,37,Resolved
E001656,2023-08-05,AT05,IP0255,C04,S1,SYS06,32410,1254272,12,40,Resolved
E001657,2024-11-09,AT02,IP0117,C01,S2,SYS01,26033,337963,4,11,Mitigated
E001658,2024-12-07,AT05,IP0274,C07,S4,SYS06,18907,7085012,2,29,Escalated
E001659,2024-10-02,AT05,IP0027,C07,S3,SYS07,36681,5366440,2,48,Resolved
E001660,2023-08-04,AT04,IP0219,C03,S3,SYS01,31913,9016311,11,57,Resolved
E001661,2024-10-30,AT01,IP0189,C06,S3,SYS02,8484,5659011,1,22,Resolved
E001662,2024-07-30,AT02,IP0119,C02,S1,SYS05,25936,8266076,2,18,Mitigated
E001663,2023-06-29,AT01,IP0275,C01,S4,SYS07,41733,945377,3,53,Mitigated
E001664,2023-06-22,AT07,IP0030,C02,S2,SYS01,25710,705109,8,17,Mitigated
E001665,2024-05-01,AT02,IP0161,C06,S2,SYS05,21143,9856659,13,65,Escalated
E001666,2024-04-21,AT07,IP0067,C07,S5,SYS04,10983,7590282,8,20,Escalated
E001667,2024-01-13,AT01,IP0129,C04,S1,SYS04,48829,621291,2,44,Escalated
E001668,2024-10-09,AT05,IP0113,C08,S2,SYS06,45677,6171223,12,71,Resolved
E001669,2023-10-20,AT08,IP0150,C04,S4,SYS05,27791,1419021,4,17,Resolved
E001670,2023-07-09,AT01,IP0054,C01,S3,SYS03,43087,2688897,3,58,Resolved
E001671,2023-11-21,AT05,IP0144,C02,S3,SYS02,41894,7257506,9,17,Mitigated
E001672,2023-12-13,AT06,IP0157,C04,S3,SYS01,46770,1695164,3,26,Resolved
E001673,2023-03-20,AT05,IP0019,C04,S4,SYS06,34485,5460593,10,26,Resolved
E001674,2024-03-01,AT04,IP0059,C01,S3,SYS04,25270,2841310,8,44,Mitigated
E001675,2024-10-22,AT01,IP0154,C02,S3,SYS01,43346,2007273,10,17,Resolved
E001676,2023-12-02,AT07,IP0010,C07,S2,SYS04,18947,8770202,2,42,Resolved
E001677,2023-02-22,AT01,IP0095,C07,S2,SYS05,24064,235513,5,22,Mitigated
E001678,2024-03-16,AT04,IP0179,C01,S1,SYS05,25115,5954572,4,13,Resolved
E001679,2023-06-07,AT08,IP0111,C01,S5,SYS03,18615,9431479,14,26,Escalated
E001680,2024-11-22,AT06,IP0219,C01,S3,SYS07,5981,5532561,3,8,Mitigated
E001681,2024-03-13,AT03,IP0148,C08,S5,SYS04,21130,6268950,3,47,Escalated
E001682,2024-02-01,AT05,IP0134,C03,S4,SYS04,15728,5186588,10,28,Resolved
E001683,2023-05-15,AT05,IP0068,C01,S5,SYS03,26814,3019798,8,61,Escalated
E001684,2023-11-15,AT09,IP0128,C05,S1,SYS03,26545,5149144,8,28,Escalated
E001685,2024-07-19,AT02,IP0186,C05,S3,SYS06,34269,1161999,9,51,Resolved
E001686,2023-02-15,AT06,IP0007,C02,S4,SYS03,6987,8551587,6,56,Escalated
E001687,2024-07-20,AT04,IP0092,C08,S4,SYS04,32868,9614154,14,20,Mitigated
E001688,2023-07-21,AT02,IP0184,C08,S3,SYS06,19548,4704156,14,54,Escalated
E001689,2023-07-12,AT01,IP0041,C05,S1,SYS05,22007,8852212,12,37,Escalated
E001690,2023-04-07,AT01,IP0093,C05,S1,SYS07,8389,5460985,4,9,Resolved
E001691,2023-01-10,AT01,IP0117,C03,S3,SYS02,7945,4893480,8,63,Escalated
E001692,2023-05-06,AT04,IP0020,C03,S2,SYS06,41527,8034968,7,56,Escalated
E001693,2024-08-26,AT07,IP0022,C04,S3,SYS01,6112,8393081,10,55,Escalated
E001694,2023-10-30,AT10,IP0009,C06,S5,SYS05,15025,4936773,13,53,Escalated
E001695,2024-05-28,AT01,IP0056,C02,S2,SYS05,12015,9923687,3,48,Resolved
E001696,2023-11-06,AT01,IP0105,C06,S1,SYS05,25967,7306009,13,24,Resolved
E001697,2023-01-08,AT06,IP0037,C07,S3,SYS03,20196,9227593,13,65,Mitigated
E001698,2023-10-20,AT01,IP0185,C06,S3,SYS04,7506,6489576,6,15,Escalated
E001699,2024-05-01,AT02,IP0151,C01,S5,SYS02,49840,5588392,6,50,Resolved
E001700,2024-06-15,AT01,IP0014,C02,S5,SYS05,43247,1336236,8,56,Mitigated
E001701,2024-01-25,AT06,IP0261,C06,S3,SYS02,26552,4520047,3,41,Resolved
E001702,2024-07-28,AT06,IP0077,C07,S1,SYS07,38741,7612129,4,26,Escalated
E001703,2023-11-09,AT01,IP0115,C07,S1,SYS05,5570,3699696,13,44,Escalated
E001704,2023-05-16,AT01,IP0027,C08,S4,SYS06,46732,5629222,9,33,Escalated
E001705,2023-04-28,AT03,IP0100,C05,S2,SYS02,16377,9223801,2,17,Resolved
E001706,2023-05-29,AT01,IP0186,C04,S4,SYS04,29369,5443233,5,54,Resolved
E001707,2023-11-24,AT05,IP0124,C08,S1,SYS06,6663,270316,4,12,Resolved
E001708,2023-12-12,AT02,IP0259,C02,S2,SYS03,20077,5114236,8,60,Escalated
E001709,2023-06-19,AT02,IP0215,C04,S2,SYS05,42377,8434206,10,50,Mitigated
E001710,2023-03-31,AT08,IP0209,C03,S2,SYS05,41103,9388889,9,31,Resolved
E001711,2024-03-21,AT06,IP0061,C02,S2,SYS04,33950,5149025,9,30,Resolved
E001712,2024-05-05,AT03,IP0254,C04,S1,SYS02,19234,7732959,6,39,Resolved
E001713,2024-08-24,AT01,IP0135,C08,S1,SYS06,21447,5883881,2,24,Mitigated
E001714,2024-07-10,AT01,IP0221,C01,S1,SYS06,24472,159834,6,54,Mitigated
E001715,2024-03-09,AT10,IP0272,C07,S1,SYS04,9539,6848655,13,69,Resolved
E001716,2024-09-17,AT01,IP0124,C05,S3,SYS01,41671,8362900,10,41,Resolved
E001717,2023-06-21,AT07,IP0056,C01,S4,SYS01,25830,9689334,2,40,Escalated
E001718,2023-09-11,AT08,IP0210,C08,S5,SYS06,43847,9861952,7,49,Resolved
E001719,2023-06-15,AT01,IP0069,C03,S3,SYS06,8659,3675314,12,61,Escalated
E001720,2024-04-03,AT08,IP0043,C03,S5,SYS01,19385,2333355,9,23,Escalated
E001721,2023-12-06,AT03,IP0233,C07,S3,SYS03,18603,7325206,12,20,Resolved
E001722,2023-07-04,AT01,IP0144,C02,S4,SYS02,47488,2706894,1,49,Resolved
E001723,2023-10-20,AT02,IP0266,C07,S1,SYS03,16301,2403275,1,44,Resolved
E001724,2023-08-17,AT02,IP0074,C01,S4,SYS07,5891,2088052,3,40,Escalated
E001725,2024-12-25,AT07,IP0221,C05,S4,SYS05,25932,2463488,10,60,Escalated
E001726,2023-08-17,AT01,IP0085,C02,S2,SYS03,29837,4935620,1,58,Resolved
E001727,2024-07-24,AT02,IP0087,C05,S2,SYS03,27778,469625,2,59,Escalated
E001728,2024-11-27,AT05,IP0143,C03,S5,SYS01,44412,6024555,9,64,Mitigated
E001729,2024-06-08,AT03,IP0087,C01,S3,SYS05,8898,5029009,5,11,Mitigated
E001730,2023-09-04,AT09,IP0100,C01,S3,SYS04,17523,4227617,5,19,Mitigated
E001731,2023-12-15,AT02,IP0293,C07,S2,SYS06,45376,7132457,10,29,Resolved
E001732,2024-04-14,AT03,IP0152,C02,S4,SYS06,16864,2175598,6,50,Escalated
E001733,2023-06-08,AT08,IP0222,C08,S1,SYS03,38684,3140149,13,25,Mitigated
E001734,2024-03-26,AT07,IP0060,C06,S5,SYS07,41775,5262865,14,51,Mitigated
E001735,2024-10-31,AT05,IP0039,C06,S2,SYS02,26181,8744680,6,40,Escalated
E001736,2023-08-30,AT01,IP0263,C02,S3,SYS06,15961,7195593,13,52,Escalated
E001737,2024-05-10,AT01,IP0222,C02,S5,SYS06,31104,4504421,5,36,Escalated
E001738,2023-11-17,AT01,IP0019,C01,S4,SYS02,9743,6924695,14,50,Mitigated
