Log_ID,Event_ID,Protocol,Source_Port,Destination_Port,Connection_Duration_Sec,Traffic_Flag
L001517,E001517,HTTP,12463,8499,291,RST
L001518,E001518,TCP,52955,55311,124,SYN
L001519,E001519,TCP,51996,28011,164,SYN
L001520,E001520,HTTPS,16761,51198,301,RST
L001521,E001521,UDP,5919,27481,583,SYN
L001522,E001522,HTTP,44445,44248,85,RST
L001523,E001523,HTTP,40382,7548,29,RST
L001524,E001524,TCP,41459,17774,294,FIN
L001525,E001525,TCP,39294,45306,395,FIN
L001526,E001526,UDP,15666,49148,35,RST
L001527,E001527,HTTPS,4293,55735,24,SYN
L001528,E001528,HTTPS,42829,17824,540,FIN
L001529,E001529,UDP,63609,20997,175,FIN
L001530,E001530,HTTPS,55286,60067,485,SYN
L001531,E001531,UDP,4103,25102,313,RST
L001532,E001532,UDP,45078,38033,35,RST
L001533,E001533,HTTP,12643,22314,556,ACK
L001534,E001534,UDP,47591,17926,223,FIN
L001535,E001535,HTTP,60032,61395,126,ACK
L001536,E001536,UDP,14859,4553,428,FIN
L001537,E001537,HTTP,12889,8761,260,ACK
L001538,E001538,HTTP,27236,37176,234,FIN
L001539,E001539,HTTP,8100,27442,518,ACK
L001540,E001540,HTTPS,53256,54008,494,RST
L001541,E001541,UDP,49832,3528,325,ACK
L001542,E001542,HTTPS,56128,7932,524,FIN
L001543,E001543,UDP,30518,55448,123,RST
L001544,E001544,HTTPS,20751,27299,298,FIN
L001545,E001545,HTTP,48110,14304,176,FIN
L001546,E001546,TCP,57263,13335,282,RST
L001547,E001547,HTTPS,61329,39196,421,FIN
L001548,E001548,HTTP,45484,17477,323,SYN
L001549,E001549,HTTPS,25779,33951,317,ACK
L001550,E001550,HTTP,14226,10605,537,ACK
L001551,E001551,HTTPS,38153,15238,15,SYN
L001552,E001552,TCP,6445,42464,563,RST
L001553,E001553,UDP,7451,42671,204,ACK
L001554,E001554,TCP,60328,10795,46,SYN
L001555,E001555,HTTP,63347,28072,359,RST
L001556,E001556,UDP,43640,13320,559,RST
L001557,E001557,TCP,26758,48101,58,SYN
L001558,E001558,HTTPS,4598,38134,120,ACK
L001559,E001559,HTTPS,44401,17760,70,RST
L001560,E001560,HTTP,62001,35473,42,FIN
L001561,E001561,TCP,33578,53696,327,SYN
L001562,E001562,HTTP,42230,32394,509,ACK
L001563,E001563,HTTP,2367,15457,133,FIN
L001564,E001564,HTTPS,54508,19240,75,RST
L001565,E001565,UDP,11983,10834,549,FIN
L001566,E001566,HTTP,26653,56202,238,ACK
L001567,E001567,HTTPS,26734,54123,15,ACK
L001568,E001568,UDP,22014,9641,104,RST
L001569,E001569,UDP,58346,6941,130,ACK
L001570,E001570,TCP,16264,1812,340,SYN
L001571,E001571,TCP,10180,29732,97,SYN
L001572,E001572,HTTP,59027,42032,543,SYN
L001573,E001573,HTTP,30150,65446,598,RST
L001574,E001574,TCP,46430,21832,396,ACK
L001575,E001575,UDP,64044,59168,232,SYN
L001576,E001576,HTTP,30081,37814,471,RST
L001577,E001577,HTTP,47607,17447,212,FIN
L001578,E001578,HTTPS,52360,56348,290,FIN
L001579,E001579,UDP,40029,21266,274,RST
L001580,E001580,UDP,63334,56739,498,ACK
L001581,E001581,UDP,14412,61435,20,SYN
L001582,E001582,UDP,47764,471,288,RST
L001583,E001583,TCP,24998,43772,424,ACK
L001584,E001584,UDP,18660,65394,190,FIN
L001585,E001585,UDP,48836,42322,57,SYN
L001586,E001586,UDP,41531,34512,101,FIN
L001587,E001587,TCP,49304,275,121,SYN
L001588,E001588,UDP,38533,22561,147,SYN
L001589,E001589,HTTPS,43521,47369,524,SYN
L001590,E001590,HTTPS,48109,43050,309,SYN
L001591,E001591,HTTP,25344,22822,436,RST
L001592,E001592,UDP,29549,2931,515,SYN
L001593,E001593,HTTP,50298,45257,251,RST
L001594,E001594,UDP,50185,60658,476,FIN
L001595,E001595,TCP,16746,15486,392,ACK
L001596,E001596,HTTP,23057,48654,279,RST
L001597,E001597,UDP,8278,10004,558,FIN
L001598,E001598,HTTPS,50020,60584,424,RST
L001599,E001599,TCP,3715,40083,508,FIN
L001600,E001600,TCP,37739,62264,103,ACK
L001601,E001601,HTTPS,7089,39766,241,FIN
L001602,E001602,TCP,24189,6654,314,SYN
L001603,E001603,HTTP,40794,54085,314,SYN
L001604,E001604,TCP,20390,62517,531,RST
L001605,E001605,HTTP,28510,530,575,FIN
L001606,E001606,HTTPS,36928,24199,287,FIN
L001607,E001607,HTTP,59398,24781,589,RST
L001608,E001608,HTTPS,23649,24174,448,SYN
L001609,E001609,UDP,16136,19138,27,SYN
L001610,E001610,TCP,49486,45744,345,ACK
L001611,E001611,UDP,40152,1743,310,SYN
L001612,E001612,TCP,23436,1699,504,RST
L001613,E001613,UDP,38920,47089,286,ACK
L001614,E001614,TCP,6458,9705,121,RST
L001615,E001615,UDP,50942,12174,53,FIN
L001616,E001616,UDP,16781,11427,201,SYN
L001617,E001617,UDP,19491,63258,96,FIN
L001618,E001618,HTTPS,29875,47694,534,RST
L001619,E001619,UDP,18947,7254,255,RST
L001620,E001620,UDP,13646,2607,477,ACK
L001621,E001621,HTTP,32330,6544,227,RST
L001622,E001622,TCP,32862,29159,487,FIN
L001623,E001623,HTTPS,33706,59650,378,ACK
L001624,E001624,HTTP,59508,60963,176,FIN
L001625,E001625,HTTP,56921,16197,336,FIN
L001626,E001626,HTTP,7879,20658,286,SYN
L001627,E001627,HTTP,16282,27610,65,FIN
L001628,E001628,UDP,35907,32334,140,FIN
L001629,E001629,UDP,169,64554,563,FIN
L001630,E001630,HTTPS,47901,2155,446,FIN
L001631,E001631,TCP,60868,61779,315,FIN
L001632,E001632,UDP,23795,48940,61,RST
L001633,E001633,UDP,16287,51216,518,FIN
L001634,E001634,HTTPS,37635,44774,59,SYN
L001635,E001635,HTTP,62695,23316,27,SYN
L001636,E001636,HTTPS,13263,37559,357,FIN
L001637,E001637,HTTP,17816,22774,16,FIN
L001638,E001638,UDP,63523,59933,408,FIN
L001639,E001639,UDP,31650,3029,270,RST
L001640,E001640,HTTPS,47565,32942,73,FIN
L001641,E001641,HTTPS,35958,15448,330,SYN
L001642,E001642,HTTP,6427,54028,548,ACK
L001643,E001643,HTTP,20203,65492,40,ACK
L001644,E001644,HTTPS,23770,23795,278,RST
L001645,E001645,TCP,8177,59774,292,ACK
L001646,E001646,HTTP,1367,15767,216,RST
L001647,E001647,UDP,24976,35667,240,FIN
L001648,E001648,TCP,10151,57450,115,SYN
L001649,E001649,TCP,17637,22684,315,SYN
L001650,E001650,HTTP,25510,1744,414,FIN
L001651,E001651,UDP,59446,20098,228,SYN
L001652,E001652,HTTPS,26942,56833,457,ACK
L001653,E001653,HTTP,39566,8165,435,RST
L001654,E001654,TCP,24516,48676,340,RST
L001655,E001655,HTTPS,63153,12483,598,SYN
L001656,E001656,HTTP,23533,22068,312,ACK
L001657,E001657,HTTPS,65534,12220,237,ACK
L001658,E001658,TCP,39377,64737,226,SYN
L001659,E001659,UDP,44984,4896,57,SYN
L001660,E001660,TCP,44712,63211,51,ACK
L001661,E001661,HTTPS,30906,12548,571,SYN
L001662,E001662,TCP,62092,29258,521,SYN
L001663,E001663,HTTPS,36194,50805,473,SYN
L001664,E001664,HTTPS,56525,25288,450,FIN
L001665,E001665,UDP,53945,12881,100,RST
L001666,E001666,HTTP,2148,39171,565,ACK
L001667,E001667,UDP,58925,34912,77,ACK
L001668,E001668,HTTPS,9212,51694,310,SYN
L001669,E001669,TCP,55380,59837,285,SYN
L001670,E001670,HTTP,20000,13077,245,FIN
L001671,E001671,HTTPS,63135,40761,539,FIN
L001672,E001672,HTTPS,43038,16090,537,FIN
L001673,E001673,UDP,38852,20766,229,RST
L001674,E001674,UDP,64219,24105,539,SYN
L001675,E001675,TCP,53704,59908,354,ACK
L001676,E001676,HTTP,34177,18456,594,RST
L001677,E001677,UDP,56730,1180,46,ACK
L001678,E001678,UDP,55066,14741,46,ACK
L001679,E001679,TCP,7337,59844,148,RST
L001680,E001680,HTTPS,3987,55408,123,RST
L001681,E001681,UDP,33279,23275,341,FIN
L001682,E001682,HTTP,23214,3252,363,SYN
L001683,E001683,TCP,54116,46161,487,RST
L001684,E001684,TCP,19737,10454,405,RST
L001685,E001685,UDP,19408,20052,242,RST
L001686,E001686,HTTPS,31311,49970,13,FIN
L001687,E001687,TCP,5709,1060,523,SYN
L001688,E001688,TCP,41417,58168,192,RST
L001689,E001689,HTTP,40516,6776,217,FIN
L001690,E001690,HTTPS,16971,55383,548,FIN
L001691,E001691,HTTPS,17446,9172,390,ACK
L001692,E001692,HTTPS,22222,48818,229,SYN
L001693,E001693,HTTPS,32023,49441,81,SYN
L001694,E001694,HTTP,50881,15151,462,ACK
L001695,E001695,HTTP,26895,22568,404,ACK
L001696,E001696,UDP,32569,12990,273,ACK
L001697,E001697,HTTP,35846,36281,85,SYN
L001698,E001698,TCP,49825,54487,41,SYN
L001699,E001699,UDP,16453,11617,32,SYN
L001700,E001700,UDP,29461,30309,394,SYN
L001701,E001701,HTTPS,63033,26094,146,FIN
L001702,E001702,HTTP,64012,49752,492,RST
L001703,E001703,HTTP,19571,7306,109,ACK
L001704,E001704,HTTP,32871,18831,188,SYN
L001705,E001705,HTTPS,63774,48170,189,RST
L001706,E001706,HTTP,50442,59020,162,SYN
L001707,E001707,HTTP,3622,43232,304,RST
L001708,E001708,TCP,13296,28367,501,SYN
L001709,E001709,HTTPS,4613,41345,437,FIN
L001710,E001710,TCP,41493,10030,403,ACK
L001711,E001711,UDP,29604,57679,325,SYN
L001712,E001712,HTTP,22984,42312,362,SYN
L001713,E001713,HTTPS,15699,57264,226,ACK
L001714,E001714,TCP,39566,60465,543,RST
L001715,E001715,TCP,14555,56045,536,ACK
L001716,E001716,HTTP,55146,11156,569,FIN
L001717,E001717,UDP,32540,3919,309,RST
L001718,E001718,UDP,18218,20080,323,RST
L001719,E001719,UDP,52838,43200,311,RST
L001720,E001720,HTTP,31539,16895,592,RST
L001721,E001721,HTTP,37221,7965,265,SYN
L001722,E001722,TCP,967,4629,391,ACK
L001723,E001723,UDP,47158,4870,553,SYN
L001724,E001724,HTTP,57902,49535,373,SYN
L001725,E001725,UDP,12826,27914,584,RST
L001726,E001726,HTTPS,2188,33326,575,ACK
L001727,E001727,UDP,9728,15563,390,SYN
L001728,E001728,TCP,16168,43050,346,ACK
L001729,E001729,UDP,21167,47211,280,FIN
L001730,E001730,HTTP,29484,1282,224,SYN
L001731,E001731,HTTPS,26373,35792,115,SYN
L001732,E001732,TCP,65150,49571,229,ACK
L001733,E001733,HTTP,30810,3549,502,ACK
L001734,E001734,TCP,33516,6502,309,SYN
L001735,E001735,HTTP,11849,62190,238,RST
L001736,E001736,HTTP,28739,62278,292,FIN
L001737,E001737,HTTP,65012,54481,393,SYN
L001738,E001738,HTTPS,49806,62092,247,ACK
L001739,E001739,TCP,4422,26658,356,FIN
L001740,E001740,HTTPS,25716,24194,469,SYN
L001741,E001741,HTTP,48298,36945,85,RST
L001742,E001742,HTTPS,61079,63753,371,FIN
L001743,E001743,TCP,51838,28760,158,RST
L001744,E001744,HTTP,10123,5036,231,RST
L001745,E001745,TCP,58388,7473,501,SYN
L001746,E001746,HTTP,61512,31720,173,ACK
L001747,E001747,UDP,39821,63117,300,FIN
L001748,E001748,UDP,62034,6495,587,RST
L001749,E001749,HTTP,5350,25214,298,FIN
L001750,E001750,TCP,35883,43393,25,FIN
L001751,E001751,HTTP,56100,706,38,FIN
L001752,E001752,UDP,33949,48234,23,FIN
L001753,E001753,UDP,1265,51216,487,RST
L001754,E001754,TCP,45636,40213,48,RST
L001755,E001755,HTTPS,21590,48415,599,SYN
L001756,E001756,UDP,6619,6920,579,RST
L001757,E001757,TCP,64014,55489,545,RST
L001758,E001758,TCP,21875,29357,277,SYN
L001759,E001759,HTTPS,55567,31870,78,RST
L001760,E001760,HTTP,28434,30960,60,RST
L001761,E001761,HTTPS,32280,53239,569,FIN
L001762,E001762,TCP,47957,27902,573,ACK
L001763,E001763,TCP,13212,63283,580,FIN
L001764,E001764,UDP,42929,33828,384,RST
L001765,E001765,HTTP,52993,3975,77,FIN
L001766,E001766,HTTP,61203,45864,95,FIN
L001767,E001767,TCP,26166,33718,580,FIN
L001768,E001768,TCP,6946,35620,576,SYN
L001769,E001769,TCP,24957,44480,511,RST
L001770,E001770,UDP,17835,33530,66,FIN
L001771,E001771,TCP,45743,16560,423,RST
L001772,E001772,HTTPS,24563,30037,112,RST
L001773,E001773,HTTP,19053,1611,153,ACK
L001774,E001774,TCP,64752,51254,215,FIN
L001775,E001775,UDP,45001,25249,583,ACK
L001776,E001776,HTTPS,38542,40562,362,RST
L001777,E001777,TCP,63303,14429,371,RST
L001778,E001778,TCP,2997,6988,442,FIN
L001779,E001779,HTTP,4327,41022,159,ACK
L001780,E001780,HTTP,57988,41316,73,ACK
L001781,E001781,UDP,34044,49843,465,ACK
L001782,E001782,TCP,13324,35229,128,FIN
L001783,E001783,HTTPS,25740,62110,62,FIN
L001784,E001784,TCP,37624,25980,198,RST
L001785,E001785,UDP,59286,36933,174,ACK
L001786,E001786,HTTP,51181,62229,591,FIN
L001787,E001787,UDP,28998,27927,182,SYN
L001788,E001788,TCP,47485,37074,572,FIN
L001789,E001789,UDP,11898,46925,465,ACK
L001790,E001790,HTTPS,52575,8920,51,RST
L001791,E001791,HTTPS,30363,24176,290,SYN
L001792,E001792,HTTP,61499,37858,519,ACK
L001793,E001793,TCP,15781,29957,341,ACK
L001794,E001794,HTTPS,50828,16759,393,SYN
L001795,E001795,UDP,281,47076,420,ACK
L001796,E001796,HTTP,33857,8082,462,SYN
L001797,E001797,HTTP,61830,37961,439,RST
L001798,E001798,UDP,38282,19586,148,RST
L001799,E001799,TCP,59664,38315,81,RST
L001800,E001800,UDP,29641,45487,545,SYN
L001801,E001801,TCP,17675,49508,468,ACK
L001802,E001802,TCP,10938,45423,553,ACK
L001803,E001803,UDP,37919,29032,586,RST
L001804,E001804,TCP,50290,36819,460,RST
L001805,E001805,TCP,56488,4548,333,ACK
L001806,E001806,HTTP,44985,11350,283,FIN
L001807,E001807,UDP,5739,2931,139,ACK
L001808,E001808,UDP,6222,1438,229,RST
L001809,E001809,HTTPS,42823,55948,280,SYN
L001810,E001810,TCP,38599,12103,358,FIN
L001811,E001811,UDP,32585,1589,537,ACK
L001812,E001812,TCP,45359,56552,536,SYN
L001813,E001813,TCP,15563,50900,295,ACK
L001814,E001814,TCP,59963,29965,117,FIN
L001815,E001815,UDP,57775,2766,348,FIN
L001816,E001816,HTTP,1652,51783,572,ACK
L001817,E001817,HTTPS,41762,23490,567,RST
L001818,E001818,HTTP,65507,36351,109,RST
L001819,E001819,HTTP,33198,36171,316,RST
L001820,E001820,HTTPS,16946,35852,169,ACK
L001821,E001821,UDP,11225,51852,560,RST
L001822,E001822,HTTP,10838,53540,352,SYN
L001823,E001823,HTTP,26730,18282,482,SYN
L001824,E001824,HTTPS,19202,9109,406,FIN
L001825,E001825,HTTP,59957,3522,427,RST
L001826,E001826,TCP,59808,9858,286,FIN
L001827,E001827,TCP,5486,4619,453,SYN
L001828,E001828,TCP,10307,52479,286,SYN
L001829,E001829,TCP,6654,45283,429,SYN
L001830,E001830,HTTPS,26052,11724,113,SYN
L001831,E001831,HTTPS,40024,42573,176,RST
L001832,E001832,UDP,6072,24704,584,FIN
L001833,E001833,HTTPS,11856,47936,29,ACK
L001834,E001834,TCP,24902,12794,81,FIN
L001835,E001835,TCP,52795,2298,143,FIN
L001836,E001836,HTTP,14068,11948,375,FIN
L001837,E001837,TCP,43562,22566,456,RST
L001838,E001838,HTTP,9723,62236,596,RST
L001839,E001839,TCP,46418,60634,513,ACK
L001840,E001840,HTTP,51880,65499,478,ACK
L001841,E001841,HTTPS,44253,13694,79,RST
L001842,E001842,TCP,28470,59949,58,FIN
L001843,E001843,HTTP,25533,9333,27,ACK
L001844,E001844,HTTPS,18478,61040,304,FIN
L001845,E001845,HTTPS,4823,37818,88,RST
L001846,E001846,HTTPS,13124,18473,161,SYN
L001847,E001847,HTTP,9495,62425,103,SYN
L001848,E001848,HTTP,1641,30399,581,SYN
L001849,E001849,UDP,63303,28643,399,FIN
L001850,E001850,UDP,54145,38882,20,RST
L001851,E001851,TCP,12580,33942,237,FIN
L001852,E001852,UDP,30316,7525,235,FIN
L001853,E001853,UDP,19526,32097,68,RST
L001854,E001854,HTTP,43632,43796,592,ACK
L001855,E001855,UDP,54482,8396,332,RST
L001856,E001856,TCP,27621,47488,307,SYN
L001857,E001857,TCP,18381,55743,523,FIN
L001858,E001858,UDP,17295,7700,282,ACK
L001859,E001859,HTTP,51577,54574,382,RST
L001860,E001860,HTTP,26774,60084,414,ACK
L001861,E001861,HTTPS,5230,53355,522,SYN
L001862,E001862,TCP,9159,47999,55,RST
L001863,E001863,UDP,15814,23211,515,FIN
L001864,E001864,HTTPS,40626,17923,488,FIN
L001865,E001865,HTTPS,30204,23350,438,FIN
L001866,E001866,HTTPS,43268,27681,517,RST
L001867,E001867,HTTPS,61329,28932,271,SYN
L001868,E001868,UDP,19858,46066,532,SYN
L001869,E001869,HTTPS,60109,38307,295,SYN
L001870,E001870,UDP,10901,19795,155,ACK
L001871,E001871,TCP,27756,65143,271,FIN
L001872,E001872,UDP,46009,8919,300,FIN
L001873,E001873,UDP,7883,20084,418,SYN
L001874,E001874,TCP,1089,18635,595,ACK
L001875,E001875,HTTP,61908,40711,53,SYN
L001876,E001876,HTTP,55252,32932,112,ACK
L001877,E001877,HTTPS,23988,4971,309,RST
L001878,E001878,TCP,21167,39038,97,ACK
L001879,E001879,HTTPS,27069,23182,219,RST
L001880,E001880,TCP,2403,21044,479,ACK
L001881,E001881,HTTP,5999,1135,565,SYN
L001882,E001882,HTTPS,23476,2371,349,SYN
L001883,E001883,UDP,65487,21217,288,FIN
L001884,E001884,TCP,13748,59707,450,FIN
L001885,E001885,TCP,8263,47551,315,ACK
L001886,E001886,UDP,45136,53629,54,FIN
L001887,E001887,HTTP,189,61823,205,SYN
L001888,E001888,UDP,51929,49649,109,FIN
L001889,E001889,HTTP,59685,37595,375,FIN
L001890,E001890,UDP,59855,17583,81,RST
L001891,E001891,TCP,28421,25672,356,FIN
L001892,E001892,UDP,24863,53112,57,SYN
L001893,E001893,TCP,7174,42349,491,SYN
L001894,E001894,UDP,8528,35929,55,ACK
L001895,E001895,UDP,45493,23294,215,ACK
L001896,E001896,HTTPS,4660,57456,303,FIN
L001897,E001897,TCP,30805,38001,169,SYN
L001898,E001898,HTTPS,22166,4821,329,SYN
L001899,E001899,TCP,6541,56668,311,RST
L001900,E001900,HTTPS,62301,11668,398,SYN
L001901,E001901,TCP,32370,15391,499,SYN
L001902,E001902,UDP,8022,24588,223,FIN
L001903,E001903,HTTP,2744,56697,219,FIN
L001904,E001904,HTTP,41115,38295,416,RST
L001905,E001905,UDP,5787,13050,119,ACK
L001906,E001906,TCP,13317,52666,86,ACK
L001907,E001907,HTTP,12987,16741,400,RST
L001908,E001908,HTTPS,8417,54294,123,ACK
L001909,E001909,HTTPS,63780,11707,90,FIN
L001910,E001910,UDP,38848,18106,274,SYN
L001911,E001911,HTTPS,164,5058,308,RST
L001912,E001912,TCP,45603,8613,19,FIN
L001913,E001913,HTTP,39077,36581,298,FIN
L001914,E001914,HTTPS,24417,14429,214,RST
L001915,E001915,TCP,1844,31446,313,SYN
L001916,E001916,UDP,55746,44927,203,FIN
L001917,E001917,UDP,13855,62980,260,RST
L001918,E001918,HTTP,4149,57103,463,FIN
L001919,E001919,TCP,32880,1946,13,RST
L001920,E001920,HTTP,25351,24105,558,ACK
L001921,E001921,HTTP,62842,21510,277,ACK
L001922,E001922,HTTPS,36627,48912,394,SYN
L001923,E001923,UDP,13043,58466,358,RST
L001924,E001924,TCP,60477,22175,14,RST
L001925,E001925,UDP,2766,46055,73,RST
L001926,E001926,UDP,37088,16412,551,FIN
L001927,E001927,HTTPS,64132,52124,264,RST
L001928,E001928,HTTPS,26485,28985,208,SYN
L001929,E001929,UDP,49590,39462,424,ACK
L001930,E001930,HTTPS,16210,13406,567,RST
L001931,E001931,HTTP,20188,32092,33,SYN
L001932,E001932,TCP,11920,5492,304,ACK
L001933,E001933,HTTP,39859,54083,205,ACK
L001934,E001934,HTTP,10583,58931,465,ACK
L001935,E001935,UDP,59710,52114,555,SYN
L001936,E001936,HTTP,57973,27327,386,RST
L001937,E001937,TCP,19279,3543,189,RST
L001938,E001938,HTTP,20010,30186,485,SYN
L001939,E001939,HTTPS,18408,35603,90,ACK
L001940,E001940,UDP,22119,32759,545,ACK
L001941,E001941,UDP,17592,56711,300,ACK
L001942,E001942,UDP,58369,21326,55,RST
L001943,E001943,HTTP,14128,49677,263,ACK
L001944,E001944,HTTPS,1757,25711,158,RST
L001945,E001945,UDP,35592,46122,161,ACK
L001946,E001946,TCP,39313,9019,312,RST
L001947,E001947,HTTPS,18279,23277,272,FIN
L001948,E001948,HTTPS,46984,44576,25,ACK
L001949,E001949,TCP,42555,41683,565,RST
L001950,E001950,HTTPS,23651,38194,197,RST
L001951,E001951,HTTP,60714,33851,126,ACK
L001952,E001952,HTTPS,19342,21132,301,ACK
L001953,E001953,HTTPS,32491,8207,589,FIN
L001954,E001954,TCP,62390,41573,134,FIN
L001955,E001955,TCP,54320,47440,242,RST
L001956,E001956,HTTP,20350,44534,466,RST
L001957,E001957,UDP,37929,6341,132,FIN
L001958,E001958,HTTP,2862,48115,129,FIN
L001959,E001959,HTTPS,51097,45693,11,ACK
L001960,E001960,UDP,5789,44836,396,SYN
L001961,E001961,HTTPS,42566,9402,371,ACK
L001962,E001962,HTTP,45082,17214,184,RST
L001963,E001963,TCP,41905,52882,529,SYN
L001964,E001964,HTTP,23684,21382,103,ACK
L001965,E001965,HTTP,7614,10583,121,RST
L001966,E001966,HTTP,49288,59853,325,RST
L001967,E001967,HTTP,62796,27788,244,RST
L001968,E001968,HTTP,8155,55875,525,ACK
L001969,E001969,HTTPS,1566,19881,479,SYN
L001970,E001970,UDP,12658,56602,474,SYN
L001971,E001971,UDP,23794,1502,395,ACK
L001972,E001972,TCP,48039,62702,150,SYN
L001973,E001973,UDP,64144,56189,386,SYN
L001974,E001974,UDP,63807,50518,465,FIN
L001975,E001975,TCP,40812,52028,452,ACK
L001976,E001976,HTTP,24551,9839,280,SYN
L001977,E001977,HTTP,23755,33209,589,RST
L001978,E001978,UDP,15287,53796,381,SYN
L001979,E001979,HTTP,50842,61027,376,ACK
L001980,E001980,UDP,39359,10234,459,RST
L001981,E001981,TCP,11950,23939,574,FIN
L001982,E001982,HTTP,36740,53024,337,FIN
L001983,E001983,HTTP,8936,10358,48,FIN
L001984,E001984,HTTP,47776,64066,524,RST
L001985,E001985,UDP,55078,51437,123,ACK
L001986,E001986,HTTPS,29375,15638,264,FIN
L001987,E001987,UDP,29901,1894,448,ACK
L001988,E001988,UDP,13526,3372,13,SYN
L001989,E001989,HTTPS,5624,39893,372,FIN
L001990,E001990,HTTPS,52114,28211,203,ACK
L001991,E001991,HTTP,42561,54440,132,RST
L001992,E001992,HTTPS,8294,4644,366,RST
L001993,E001993,HTTPS,17711,52180,580,RST
L001994,E001994,UDP,32579,18544,513,SYN
L001995,E001995,UDP,42156,1088,227,RST
L001996,E001996,HTTPS,15967,62658,538,RST
L001997,E001997,TCP,8374,25315,533,RST
L001998,E001998,TCP,44639,29929,351,FIN
L001999,E001999,TCP,21887,14856,78,RST
L002000,E002000,HTTP,35815,21369,196,ACK
L002001,E002001,HTTPS,25596,48111,136,RST
L002002,E002002,UDP,30306,17888,437,SYN
L002003,E002003,TCP,16135,57534,311,SYN
L002004,E002004,TCP,49994,24509,584,ACK
L002005,E002005,HTTPS,1858,55096,251,FIN
L002006,E002006,TCP,31266,5683,285,RST
L002007,E002007,HTTP,22216,1009,30,RST
L002008,E002008,TCP,28019,17541,274,SYN
L002009,E002009,HTTPS,43274,65199,83,ACK
L002010,E002010,HTTP,15011,52436,304,RST
L002011,E002011,TCP,6374,21309,346,FIN
L002012,E002012,UDP,54709,57681,276,SYN
L002013,E002013,UDP,62123,28807,583,ACK
L002014,E002014,TCP,7461,23737,575,SYN
L002015,E002015,TCP,15034,60615,40,ACK
L002016,E002016,HTTP,12509,7310,86,RST
L002017,E002017,HTTP,41670,45067,136,FIN
L002018,E002018,UDP,9646,58016,220,FIN
L002019,E002019,HTTP,51933,50491,66,RST
L002020,E002020,TCP,45064,52292,501,SYN
L002021,E002021,UDP,32017,56240,402,RST
L002022,E002022,HTTPS,813,43095,584,SYN
L002023,E002023,HTTPS,49999,673,448,SYN
L002024,E002024,HTTP,47002,57439,71,RST
L002025,E002025,HTTP,1853,23272,107,SYN
L002026,E002026,UDP,11685,36174,292,SYN
L002027,E002027,TCP,43235,19282,297,SYN
L002028,E002028,HTTPS,40671,1349,289,ACK
L002029,E002029,UDP,21075,14773,113,RST
L002030,E002030,UDP,48429,9616,307,RST
L002031,E002031,TCP,23017,59149,376,ACK
L002032,E002032,UDP,19045,42688,92,SYN
L002033,E002033,UDP,61069,17092,90,FIN
L002034,E002034,TCP,9085,27204,572,ACK
L002035,E002035,HTTPS,24262,35378,234,FIN
L002036,E002036,UDP,30934,15739,559,ACK
L002037,E002037,HTTPS,51653,32827,569,FIN
L002038,E002038,HTTPS,1782,46935,429,FIN
L002039,E002039,HTTP,49526,26605,532,FIN
L002040,E002040,HTTPS,3404,62988,230,SYN
L002041,E002041,HTTP,32240,37218,449,FIN
L002042,E002042,TCP,11844,63309,259,FIN
L002043,E002043,HTTP,53675,52723,271,ACK
L002044,E002044,TCP,30356,42760,576,FIN
L002045,E002045,HTTP,29810,56221,524,FIN
L002046,E002046,HTTP,39085,42685,73,ACK
L002047,E002047,UDP,3844,31497,495,SYN
L002048,E002048,HTTP,42986,25328,347,SYN
L002049,E002049,UDP,36468,27670,23,SYN
L002050,E002050,TCP,33289,16399,465,RST
L002051,E002051,TCP,2089,33488,84,SYN
L002052,E002052,UDP,31003,34625,66,SYN
L002053,E002053,TCP,2900,18690,480,SYN
L002054,E002054,HTTP,18183,45762,269,FIN
L002055,E002055,HTTP,56198,57502,245,ACK
L002056,E002056,HTTP,26623,30816,147,SYN
L002057,E002057,TCP,36906,44603,349,SYN
L002058,E002058,TCP,516,37261,289,FIN
L002059,E002059,UDP,26366,23193,547,ACK
L002060,E002060,TCP,26666,22396,375,SYN
L002061,E002061,HTTP,52811,28439,186,SYN
L002062,E002062,TCP,470,34958,534,RST
L002063,E002063,HTTPS,19574,48827,119,FIN
L002064,E002064,UDP,30025,58776,465,ACK
L002065,E002065,UDP,11734,33251,387,FIN
L002066,E002066,HTTPS,51730,37995,204,SYN
L002067,E002067,HTTP,36962,15201,373,FIN
L002068,E002068,TCP,47352,2962,514,ACK
L002069,E002069,UDP,30391,27295,83,SYN
L002070,E002070,UDP,29350,62766,492,RST
L002071,E002071,UDP,5813,6403,19,ACK
L002072,E002072,HTTP,45262,53146,207,RST
L002073,E002073,HTTP,56252,59848,234,ACK
L002074,E002074,HTTP,61581,35658,331,SYN
L002075,E002075,HTTP,43745,4478,312,FIN
L002076,E002076,TCP,43556,1330,516,FIN
L002077,E002077,HTTPS,57099,55761,494,ACK
L002078,E002078,UDP,38531,30042,544,SYN
L002079,E002079,TCP,34412,63484,526,ACK
L002080,E002080,TCP,49601,61091,58,RST
L002081,E002081,HTTPS,56070,50651,42,FIN
L002082,E002082,HTTP,58479,20868,558,RST
L002083,E002083,TCP,16518,9463,387,ACK
L002084,E002084,HTTPS,59588,30722,426,RST
L002085,E002085,HTTPS,46895,16376,144,FIN
L002086,E002086,HTTP,38526,25732,401,SYN
L002087,E002087,HTTPS,51452,516,190,RST
