Incident_ID,Event_ID,Analyst_ID,Escalation_Level,MTTD_Min,MTTR_Min,Root_Cause,Closed_Flag
INC001340,E001340,A038,Level 1,10,55,Configuration Weakness,No
INC001341,E001341,A040,Level 2,14,29,User Error,No
INC001342,E001342,A040,Level 1,12,36,Zero Day Exploit,No
INC001343,E001343,A043,Level 3,2,30,Credential Leak,Yes
INC001344,E001344,A030,Level 2,8,39,Zero Day Exploit,Yes
INC001345,E001345,A016,Level 2,13,52,Malware Payload,Yes
INC001346,E001346,A006,Level 1,1,53,Credential Leak,No
INC001347,E001347,A015,Level 2,10,66,Configuration Weakness,Yes
INC001348,E001348,A040,Level 3,2,48,Malware Payload,No
INC001349,E001349,A022,Level 3,6,12,Credential Leak,Yes
INC001350,E001350,A011,Level 1,1,6,Malware Payload,Yes
INC001351,E001351,A006,Level 2,8,13,Credential Leak,Yes
INC001352,E001352,A044,Level 1,9,20,Credential Leak,Yes
INC001353,E001353,A037,Level 2,12,63,User Error,Yes
INC001354,E001354,A009,Level 3,14,52,Credential Leak,No
INC001355,E001355,A018,Level 2,1,40,Zero Day Exploit,No
INC001356,E001356,A043,Level 1,11,65,User Error,Yes
INC001357,E001357,A042,Level 2,12,35,Zero Day Exploit,Yes
INC001358,E001358,A002,Level 3,11,54,Zero Day Exploit,Yes
INC001359,E001359,A016,Level 3,12,35,Configuration Weakness,No
INC001360,E001360,A043,Level 3,4,20,Credential Leak,No
INC001361,E001361,A037,Level 3,11,49,Configuration Weakness,No
INC001362,E001362,A028,Level 3,1,23,Credential Leak,No
INC001363,E001363,A031,Level 2,13,22,Zero Day Exploit,Yes
INC001364,E001364,A046,Level 1,11,53,Configuration Weakness,Yes
INC001365,E001365,A019,Level 1,12,49,Malware Payload,Yes
INC001366,E001366,A033,Level 2,14,29,Zero Day Exploit,No
INC001367,E001367,A036,Level 1,7,61,Credential Leak,Yes
INC001368,E001368,A006,Level 3,4,56,Malware Payload,No
INC001369,E001369,A031,Level 3,8,52,Credential Leak,No
INC001370,E001370,A042,Level 1,5,11,Zero Day Exploit,No
INC001371,E001371,A010,Level 1,4,31,User Error,Yes
INC001372,E001372,A038,Level 1,9,39,Malware Payload,Yes
INC001373,E001373,A009,Level 2,12,53,Zero Day Exploit,No
INC001374,E001374,A049,Level 2,2,26,Credential Leak,No
INC001375,E001375,A050,Level 1,13,67,Credential Leak,No
INC001376,E001376,A017,Level 2,4,44,Credential Leak,No
INC001377,E001377,A004,Level 1,3,36,Configuration Weakness,No
INC001378,E001378,A012,Level 1,5,40,Configuration Weakness,No
INC001379,E001379,A034,Level 2,6,17,Credential Leak,Yes
INC001380,E001380,A015,Level 3,3,14,Credential Leak,Yes
INC001381,E001381,A034,Level 1,9,43,Malware Payload,No
INC001382,E001382,A046,Level 3,9,32,Credential Leak,No
INC001383,E001383,A012,Level 1,1,46,User Error,No
INC001384,E001384,A022,Level 3,2,45,Malware Payload,Yes
INC001385,E001385,A024,Level 3,2,42,Malware Payload,No
INC001386,E001386,A029,Level 2,14,73,Configuration Weakness,No
INC001387,E001387,A037,Level 3,10,19,Zero Day Exploit,Yes
INC001388,E001388,A034,Level 2,4,42,Zero Day Exploit,Yes
INC001389,E001389,A042,Level 3,8,67,Configuration Weakness,Yes
INC001390,E001390,A021,Level 2,4,33,Credential Leak,Yes
INC001391,E001391,A027,Level 3,12,59,Credential Leak,No
INC001392,E001392,A027,Level 3,12,64,Credential Leak,No
INC001393,E001393,A034,Level 3,7,41,Configuration Weakness,No
INC001394,E001394,A014,Level 3,13,68,Credential Leak,Yes
INC001395,E001395,A015,Level 3,3,37,User Error,No
INC001396,E001396,A050,Level 3,11,68,User Error,Yes
INC001397,E001397,A046,Level 1,5,25,Configuration Weakness,No
INC001398,E001398,A048,Level 2,4,41,Zero Day Exploit,Yes
INC001399,E001399,A041,Level 2,14,37,Configuration Weakness,Yes
INC001400,E001400,A040,Level 2,4,39,Credential Leak,Yes
INC001401,E001401,A032,Level 2,12,47,Malware Payload,No
INC001402,E001402,A009,Level 2,7,52,Zero Day Exploit,No
INC001403,E001403,A023,Level 2,9,58,Malware Payload,No
INC001404,E001404,A044,Level 2,14,31,Malware Payload,Yes
INC001405,E001405,A046,Level 2,13,70,Malware Payload,Yes
INC001406,E001406,A009,Level 1,4,28,Configuration Weakness,Yes
INC001407,E001407,A002,Level 1,11,20,Configuration Weakness,No
INC001408,E001408,A012,Level 3,12,48,Credential Leak,No
INC001409,E001409,A039,Level 1,5,22,Credential Leak,Yes
INC001410,E001410,A021,Level 1,9,26,User Error,No
INC001411,E001411,A021,Level 3,4,63,User Error,Yes
INC001412,E001412,A017,Level 3,5,60,Configuration Weakness,No
INC001413,E001413,A029,Level 1,4,23,Configuration Weakness,Yes
INC001414,E001414,A001,Level 3,11,52,User Error,No
INC001415,E001415,A033,Level 3,14,37,Credential Leak,Yes
INC001416,E001416,A018,Level 1,5,10,Zero Day Exploit,No
INC001417,E001417,A044,Level 3,14,72,User Error,No
INC001418,E001418,A028,Level 2,6,24,Zero Day Exploit,No
INC001419,E001419,A034,Level 1,1,13,Configuration Weakness,No
INC001420,E001420,A008,Level 2,13,58,Configuration Weakness,No
INC001421,E001421,A010,Level 3,11,34,User Error,Yes
INC001422,E001422,A012,Level 3,5,57,Zero Day Exploit,No
INC001423,E001423,A014,Level 1,4,62,User Error,Yes
INC001424,E001424,A028,Level 2,5,17,User Error,No
INC001425,E001425,A044,Level 2,13,25,Credential Leak,No
INC001426,E001426,A014,Level 2,13,43,Zero Day Exploit,No
INC001427,E001427,A050,Level 2,2,13,Malware Payload,No
INC001428,E001428,A021,Level 1,7,44,Zero Day Exploit,Yes
INC001429,E001429,A001,Level 2,6,14,Malware Payload,No
INC001430,E001430,A039,Level 1,3,24,User Error,Yes
INC001431,E001431,A031,Level 2,4,22,Configuration Weakness,Yes
INC001432,E001432,A033,Level 1,3,31,Credential Leak,Yes
INC001433,E001433,A043,Level 3,12,26,Malware Payload,Yes
INC001434,E001434,A031,Level 2,8,66,Credential Leak,No
INC001435,E001435,A046,Level 2,7,35,Malware Payload,No
INC001436,E001436,A043,Level 2,12,70,Credential Leak,Yes
INC001437,E001437,A048,Level 1,3,43,Credential Leak,Yes
INC001438,E001438,A049,Level 1,9,35,User Error,Yes
INC001439,E001439,A024,Level 2,9,50,Credential Leak,Yes
INC001440,E001440,A048,Level 1,8,54,Zero Day Exploit,Yes
INC001441,E001441,A023,Level 1,13,37,Credential Leak,No
INC001442,E001442,A046,Level 1,12,53,User Error,No
INC001443,E001443,A035,Level 2,8,51,Credential Leak,No
INC001444,E001444,A014,Level 2,9,55,Configuration Weakness,No
INC001445,E001445,A036,Level 1,13,31,Configuration Weakness,No
INC001446,E001446,A012,Level 3,5,33,Zero Day Exploit,No
INC001447,E001447,A030,Level 2,13,57,User Error,No
INC001448,E001448,A048,Level 3,12,71,Configuration Weakness,Yes
INC001449,E001449,A044,Level 2,4,39,Configuration Weakness,No
INC001450,E001450,A040,Level 3,3,32,Malware Payload,Yes
INC001451,E001451,A043,Level 2,10,61,Zero Day Exploit,Yes
INC001452,E001452,A050,Level 3,3,53,Credential Leak,Yes
INC001453,E001453,A029,Level 2,11,44,Credential Leak,No
INC001454,E001454,A017,Level 1,13,60,Malware Payload,Yes
INC001455,E001455,A038,Level 2,8,29,Configuration Weakness,No
INC001456,E001456,A026,Level 2,2,44,Zero Day Exploit,Yes
INC001457,E001457,A004,Level 3,4,10,Credential Leak,Yes
INC001458,E001458,A025,Level 1,14,26,Configuration Weakness,Yes
INC001459,E001459,A023,Level 3,13,52,Configuration Weakness,No
INC001460,E001460,A017,Level 1,13,23,Credential Leak,No
INC001461,E001461,A048,Level 3,6,37,Configuration Weakness,No
INC001462,E001462,A033,Level 1,12,67,Configuration Weakness,Yes
INC001463,E001463,A048,Level 3,9,22,User Error,Yes
INC001464,E001464,A045,Level 3,9,28,Credential Leak,Yes
INC001465,E001465,A039,Level 2,8,40,User Error,Yes
INC001466,E001466,A031,Level 3,10,22,Zero Day Exploit,No
INC001467,E001467,A038,Level 3,3,50,Malware Payload,No
INC001468,E001468,A029,Level 2,11,43,Credential Leak,Yes
INC001469,E001469,A022,Level 2,6,57,User Error,Yes
INC001470,E001470,A031,Level 1,6,27,Zero Day Exploit,No
INC001471,E001471,A039,Level 3,13,66,Configuration Weakness,No
INC001472,E001472,A019,Level 3,10,26,Malware Payload,Yes
INC001473,E001473,A031,Level 1,4,52,Configuration Weakness,Yes
INC001474,E001474,A037,Level 1,5,12,Zero Day Exploit,Yes
INC001475,E001475,A014,Level 1,1,15,Credential Leak,Yes
INC001476,E001476,A031,Level 2,3,30,Credential Leak,Yes
INC001477,E001477,A011,Level 1,2,47,Zero Day Exploit,No
INC001478,E001478,A049,Level 3,12,67,Malware Payload,No
INC001479,E001479,A005,Level 2,3,12,Credential Leak,No
INC001480,E001480,A006,Level 3,14,51,Zero Day Exploit,Yes
INC001481,E001481,A034,Level 2,14,60,Zero Day Exploit,No
INC001482,E001482,A005,Level 3,8,58,Malware Payload,No
INC001483,E001483,A027,Level 1,9,60,Credential Leak,No
INC001484,E001484,A043,Level 2,3,62,User Error,Yes
INC001485,E001485,A010,Level 1,1,58,User Error,No
INC001486,E001486,A009,Level 3,10,43,Malware Payload,No
INC001487,E001487,A036,Level 2,1,34,Configuration Weakness,No
INC001488,E001488,A013,Level 1,13,22,Zero Day Exploit,Yes
INC001489,E001489,A036,Level 3,12,68,Zero Day Exploit,Yes
INC001490,E001490,A016,Level 2,1,39,Zero Day Exploit,No
INC001491,E001491,A034,Level 3,11,18,Credential Leak,Yes
INC001492,E001492,A024,Level 3,6,64,Zero Day Exploit,No
INC001493,E001493,A039,Level 3,2,56,Credential Leak,No
INC001494,E001494,A032,Level 1,5,39,Credential Leak,No
INC001495,E001495,A048,Level 2,8,38,User Error,No
INC001496,E001496,A018,Level 3,4,29,User Error,No
INC001497,E001497,A003,Level 2,1,56,Zero Day Exploit,Yes
INC001498,E001498,A007,Level 1,3,57,Configuration Weakness,No
INC001499,E001499,A047,Level 3,6,55,Configuration Weakness,Yes
INC001500,E001500,A035,Level 2,5,63,User Error,No
INC001501,E001501,A048,Level 2,11,42,User Error,Yes
INC001502,E001502,A048,Level 3,9,46,User Error,Yes
INC001503,E001503,A042,Level 1,13,31,User Error,Yes
INC001504,E001504,A007,Level 1,6,33,Malware Payload,No
INC001505,E001505,A032,Level 3,6,64,Credential Leak,No
INC001506,E001506,A017,Level 2,13,67,Credential Leak,Yes
INC001507,E001507,A038,Level 1,4,57,Credential Leak,No
INC001508,E001508,A025,Level 1,10,68,Credential Leak,No
INC001509,E001509,A025,Level 2,14,38,Zero Day Exploit,Yes
INC001510,E001510,A015,Level 2,14,40,Credential Leak,No
INC001511,E001511,A018,Level 3,6,14,Malware Payload,No
INC001512,E001512,A015,Level 1,12,61,Credential Leak,Yes
INC001513,E001513,A010,Level 3,13,48,Credential Leak,Yes
INC001514,E001514,A033,Level 1,3,35,Malware Payload,Yes
INC001515,E001515,A023,Level 1,11,66,Zero Day Exploit,Yes
INC001516,E001516,A032,Level 2,14,28,Zero Day Exploit,No
INC001517,E001517,A016,Level 2,3,16,User Error,Yes
INC001518,E001518,A021,Level 1,8,61,Configuration Weakness,No
INC001519,E001519,A001,Level 2,7,64,Configuration Weakness,No
INC001520,E001520,A031,Level 1,12,64,Credential Leak,Yes
INC001521,E001521,A040,Level 2,7,39,Malware Payload,No
INC001522,E001522,A011,Level 3,6,41,Configuration Weakness,No
INC001523,E001523,A023,Level 3,11,32,Credential Leak,No
INC001524,E001524,A016,Level 2,13,70,Credential Leak,Yes
INC001525,E001525,A037,Level 3,11,55,User Error,Yes
INC001526,E001526,A039,Level 3,8,33,Configuration Weakness,No
INC001527,E001527,A049,Level 2,3,38,Credential Leak,Yes
INC001528,E001528,A025,Level 2,12,60,User Error,Yes
INC001529,E001529,A040,Level 2,5,10,Malware Payload,No
INC001530,E001530,A034,Level 2,1,20,User Error,No
INC001531,E001531,A042,Level 2,4,16,Credential Leak,Yes
INC001532,E001532,A016,Level 1,12,25,Malware Payload,No
INC001533,E001533,A017,Level 2,10,24,Malware Payload,No
INC001534,E001534,A005,Level 2,2,30,Zero Day Exploit,No
INC001535,E001535,A012,Level 2,11,64,Credential Leak,No
INC001536,E001536,A031,Level 2,7,39,Credential Leak,No
INC001537,E001537,A016,Level 2,11,65,Zero Day Exploit,Yes
INC001538,E001538,A010,Level 1,1,8,Malware Payload,No
INC001539,E001539,A033,Level 2,10,35,Credential Leak,No
INC001540,E001540,A025,Level 1,7,25,Malware Payload,Yes
INC001541,E001541,A036,Level 3,8,21,Malware Payload,No
INC001542,E001542,A022,Level 2,5,34,Credential Leak,Yes
INC001543,E001543,A009,Level 3,9,39,Zero Day Exploit,Yes
INC001544,E001544,A041,Level 1,6,62,Configuration Weakness,No
INC001545,E001545,A038,Level 1,10,23,User Error,No
INC001546,E001546,A023,Level 3,3,50,Configuration Weakness,No
INC001547,E001547,A015,Level 2,13,71,User Error,No
INC001548,E001548,A019,Level 1,14,41,User Error,Yes
INC001549,E001549,A037,Level 1,3,31,User Error,No
INC001550,E001550,A012,Level 2,8,29,Credential Leak,Yes
INC001551,E001551,A043,Level 3,7,42,Credential Leak,Yes
INC001552,E001552,A009,Level 1,12,38,Malware Payload,Yes
INC001553,E001553,A016,Level 1,6,54,Credential Leak,No
INC001554,E001554,A016,Level 1,6,38,User Error,Yes
INC001555,E001555,A046,Level 2,12,41,Malware Payload,No
INC001556,E001556,A021,Level 3,9,64,Malware Payload,Yes
INC001557,E001557,A037,Level 2,12,61,Zero Day Exploit,Yes
INC001558,E001558,A047,Level 3,6,42,Configuration Weakness,No
INC001559,E001559,A001,Level 3,1,47,Credential Leak,No
INC001560,E001560,A049,Level 3,5,49,User Error,No
INC001561,E001561,A033,Level 3,2,26,Malware Payload,Yes
INC001562,E001562,A050,Level 3,3,53,Credential Leak,Yes
INC001563,E001563,A030,Level 2,1,6,Zero Day Exploit,Yes
INC001564,E001564,A038,Level 2,13,31,Credential Leak,Yes
INC001565,E001565,A038,Level 3,13,49,Malware Payload,Yes
INC001566,E001566,A028,Level 2,1,26,Credential Leak,Yes
INC001567,E001567,A037,Level 2,3,56,Malware Payload,No
INC001568,E001568,A033,Level 2,3,27,User Error,Yes
INC001569,E001569,A049,Level 1,8,37,User Error,No
INC001570,E001570,A024,Level 3,4,10,Configuration Weakness,No
INC001571,E001571,A046,Level 1,4,52,Malware Payload,No
INC001572,E001572,A011,Level 3,11,69,Configuration Weakness,Yes
INC001573,E001573,A002,Level 2,3,40,Malware Payload,Yes
INC001574,E001574,A046,Level 1,2,25,Zero Day Exploit,No
INC001575,E001575,A023,Level 1,4,21,Credential Leak,Yes
INC001576,E001576,A023,Level 2,7,27,Credential Leak,Yes
INC001577,E001577,A002,Level 2,4,28,Malware Payload,No
INC001578,E001578,A043,Level 1,14,40,User Error,No
INC001579,E001579,A032,Level 1,10,62,Configuration Weakness,No
INC001580,E001580,A029,Level 2,5,12,Zero Day Exploit,No
INC001581,E001581,A011,Level 2,13,61,User Error,Yes
INC001582,E001582,A046,Level 3,9,59,Malware Payload,No
INC001583,E001583,A043,Level 1,6,30,Malware Payload,No
INC001584,E001584,A001,Level 2,14,49,User Error,No
INC001585,E001585,A049,Level 1,11,54,Malware Payload,Yes
INC001586,E001586,A024,Level 1,11,37,Credential Leak,No
INC001587,E001587,A040,Level 3,2,40,Credential Leak,Yes
INC001588,E001588,A028,Level 3,7,21,Zero Day Exploit,No
INC001589,E001589,A003,Level 2,9,44,Configuration Weakness,No
INC001590,E001590,A006,Level 1,3,55,Configuration Weakness,No
INC001591,E001591,A039,Level 2,1,9,Credential Leak,Yes
INC001592,E001592,A005,Level 1,4,17,Malware Payload,Yes
INC001593,E001593,A021,Level 2,5,21,Malware Payload,Yes
INC001594,E001594,A036,Level 2,9,31,Configuration Weakness,Yes
INC001595,E001595,A031,Level 3,14,71,User Error,Yes
INC001596,E001596,A029,Level 3,8,15,Malware Payload,Yes
INC001597,E001597,A008,Level 2,12,60,Malware Payload,Yes
INC001598,E001598,A020,Level 1,7,47,Zero Day Exploit,No
INC001599,E001599,A007,Level 2,6,58,Zero Day Exploit,Yes
INC001600,E001600,A028,Level 3,4,32,Zero Day Exploit,Yes
INC001601,E001601,A034,Level 2,5,27,Malware Payload,Yes
INC001602,E001602,A003,Level 2,6,53,Malware Payload,No
INC001603,E001603,A044,Level 3,8,61,Zero Day Exploit,No
INC001604,E001604,A050,Level 3,2,42,Configuration Weakness,No
INC001605,E001605,A029,Level 1,2,48,Zero Day Exploit,No
INC001606,E001606,A028,Level 2,12,35,Credential Leak,Yes
INC001607,E001607,A026,Level 2,13,31,Credential Leak,No
INC001608,E001608,A023,Level 3,13,71,User Error,No
INC001609,E001609,A016,Level 3,12,30,User Error,No
INC001610,E001610,A007,Level 1,11,50,User Error,No
INC001611,E001611,A031,Level 3,2,47,Zero Day Exploit,No
INC001612,E001612,A001,Level 2,8,41,Configuration Weakness,Yes
INC001613,E001613,A022,Level 3,4,58,Malware Payload,Yes
INC001614,E001614,A002,Level 3,5,24,Malware Payload,No
INC001615,E001615,A021,Level 3,13,59,Credential Leak,Yes
INC001616,E001616,A014,Level 2,6,45,Credential Leak,No
INC001617,E001617,A049,Level 2,13,30,Credential Leak,Yes
INC001618,E001618,A003,Level 3,14,47,Configuration Weakness,Yes
INC001619,E001619,A019,Level 1,14,42,Configuration Weakness,No
INC001620,E001620,A006,Level 2,13,53,Configuration Weakness,No
INC001621,E001621,A048,Level 2,4,18,Malware Payload,Yes
INC001622,E001622,A008,Level 2,10,49,Credential Leak,Yes
INC001623,E001623,A034,Level 3,9,60,Configuration Weakness,No
INC001624,E001624,A050,Level 3,12,39,Configuration Weakness,Yes
INC001625,E001625,A022,Level 3,10,22,User Error,No
INC001626,E001626,A028,Level 1,5,40,Zero Day Exploit,No
INC001627,E001627,A002,Level 3,6,33,User Error,No
INC001628,E001628,A043,Level 3,11,60,User Error,Yes
INC001629,E001629,A003,Level 1,14,45,User Error,No
INC001630,E001630,A036,Level 2,7,59,Configuration Weakness,Yes
INC001631,E001631,A009,Level 3,3,11,Credential Leak,Yes
INC001632,E001632,A026,Level 3,1,36,Malware Payload,Yes
INC001633,E001633,A042,Level 2,2,33,User Error,No
INC001634,E001634,A040,Level 1,4,56,User Error,No
INC001635,E001635,A042,Level 2,3,56,Malware Payload,Yes
INC001636,E001636,A044,Level 1,10,45,Credential Leak,Yes
INC001637,E001637,A036,Level 1,2,36,Credential Leak,No
INC001638,E001638,A032,Level 1,3,31,Zero Day Exploit,No
INC001639,E001639,A024,Level 2,5,44,Malware Payload,Yes
INC001640,E001640,A032,Level 1,5,53,Malware Payload,Yes
INC001641,E001641,A016,Level 2,8,38,Configuration Weakness,No
INC001642,E001642,A042,Level 3,6,32,Zero Day Exploit,No
INC001643,E001643,A018,Level 3,12,54,Malware Payload,No
INC001644,E001644,A026,Level 3,14,61,Zero Day Exploit,Yes
INC001645,E001645,A050,Level 1,12,22,Configuration Weakness,No
INC001646,E001646,A023,Level 1,4,23,Malware Payload,Yes
INC001647,E001647,A018,Level 3,3,10,Malware Payload,No
INC001648,E001648,A032,Level 3,7,60,Zero Day Exploit,No
INC001649,E001649,A007,Level 2,1,12,Configuration Weakness,No
INC001650,E001650,A008,Level 3,14,61,Credential Leak,Yes
INC001651,E001651,A037,Level 3,13,37,Malware Payload,No
INC001652,E001652,A014,Level 1,9,22,Credential Leak,Yes
INC001653,E001653,A038,Level 3,10,20,Configuration Weakness,No
INC001654,E001654,A027,Level 3,11,67,Malware Payload,Yes
INC001655,E001655,A015,Level 1,12,37,Zero Day Exploit,No
INC001656,E001656,A025,Level 3,12,40,Configuration Weakness,Yes
INC001657,E001657,A036,Level 1,4,11,User Error,Yes
INC001658,E001658,A007,Level 2,2,29,User Error,No
INC001659,E001659,A017,Level 2,2,48,Credential Leak,Yes
INC001660,E001660,A024,Level 2,11,57,Zero Day Exploit,Yes
INC001661,E001661,A010,Level 2,1,22,Zero Day Exploit,No
INC001662,E001662,A007,Level 1,2,18,Credential Leak,No
INC001663,E001663,A038,Level 3,3,53,Credential Leak,No
INC001664,E001664,A012,Level 1,8,17,Malware Payload,No
INC001665,E001665,A032,Level 3,13,65,Malware Payload,No
INC001666,E001666,A032,Level 2,8,20,User Error,Yes
INC001667,E001667,A036,Level 1,2,44,Malware Payload,No
INC001668,E001668,A008,Level 2,12,71,Zero Day Exploit,Yes
INC001669,E001669,A006,Level 2,4,17,Credential Leak,Yes
INC001670,E001670,A028,Level 1,3,58,User Error,Yes
INC001671,E001671,A025,Level 1,9,17,User Error,No
INC001672,E001672,A029,Level 1,3,26,Credential Leak,No
INC001673,E001673,A003,Level 2,10,26,User Error,Yes
INC001674,E001674,A024,Level 1,8,44,Credential Leak,No
INC001675,E001675,A019,Level 2,10,17,Malware Payload,Yes
INC001676,E001676,A039,Level 2,2,42,Malware Payload,No
INC001677,E001677,A047,Level 2,5,22,User Error,Yes
INC001678,E001678,A043,Level 3,4,13,Malware Payload,Yes
INC001679,E001679,A015,Level 3,14,26,Credential Leak,Yes
INC001680,E001680,A017,Level 3,3,8,Malware Payload,No
INC001681,E001681,A028,Level 1,3,47,Configuration Weakness,Yes
INC001682,E001682,A036,Level 1,10,28,Credential Leak,Yes
INC001683,E001683,A039,Level 2,8,61,User Error,Yes
INC001684,E001684,A020,Level 1,8,28,Credential Leak,No
INC001685,E001685,A001,Level 3,9,51,Credential Leak,No
INC001686,E001686,A043,Level 3,6,56,Configuration Weakness,No
INC001687,E001687,A028,Level 2,14,20,User Error,Yes
INC001688,E001688,A011,Level 2,14,54,Configuration Weakness,Yes
INC001689,E001689,A023,Level 1,12,37,User Error,Yes
INC001690,E001690,A021,Level 2,4,9,User Error,No
INC001691,E001691,A006,Level 3,8,63,Zero Day Exploit,Yes
INC001692,E001692,A028,Level 3,7,56,Zero Day Exploit,Yes
INC001693,E001693,A014,Level 3,10,55,User Error,Yes
INC001694,E001694,A045,Level 2,13,53,User Error,Yes
INC001695,E001695,A001,Level 3,3,48,User Error,No
INC001696,E001696,A009,Level 3,13,24,User Error,Yes
INC001697,E001697,A031,Level 2,13,65,Configuration Weakness,No
INC001698,E001698,A026,Level 3,6,15,Malware Payload,Yes
INC001699,E001699,A033,Level 2,6,50,Malware Payload,Yes
INC001700,E001700,A045,Level 1,8,56,Credential Leak,Yes
INC001701,E001701,A031,Level 1,3,41,Zero Day Exploit,No
INC001702,E001702,A013,Level 1,4,26,User Error,Yes
INC001703,E001703,A045,Level 3,13,44,Zero Day Exploit,Yes
INC001704,E001704,A032,Level 3,9,33,Configuration Weakness,Yes
INC001705,E001705,A010,Level 2,2,17,Credential Leak,Yes
INC001706,E001706,A029,Level 1,5,54,Zero Day Exploit,Yes
INC001707,E001707,A027,Level 1,4,12,Credential Leak,No
INC001708,E001708,A047,Level 2,8,60,Credential Leak,No
INC001709,E001709,A028,Level 3,10,50,User Error,Yes
INC001710,E001710,A038,Level 3,9,31,User Error,No
INC001711,E001711,A035,Level 2,9,30,Credential Leak,No
INC001712,E001712,A038,Level 3,6,39,Zero Day Exploit,No
INC001713,E001713,A018,Level 3,2,24,Malware Payload,Yes
INC001714,E001714,A005,Level 1,6,54,Credential Leak,No
INC001715,E001715,A023,Level 3,13,69,Credential Leak,Yes
INC001716,E001716,A047,Level 2,10,41,Credential Leak,No
INC001717,E001717,A046,Level 3,2,40,Configuration Weakness,No
INC001718,E001718,A015,Level 2,7,49,Credential Leak,No
INC001719,E001719,A042,Level 3,12,61,Zero Day Exploit,Yes
INC001720,E001720,A003,Level 1,9,23,Configuration Weakness,No
INC001721,E001721,A008,Level 3,12,20,Zero Day Exploit,Yes
INC001722,E001722,A031,Level 2,1,49,Malware Payload,Yes
INC001723,E001723,A022,Level 1,1,44,User Error,Yes
INC001724,E001724,A014,Level 3,3,40,Malware Payload,Yes
INC001725,E001725,A013,Level 1,10,60,Configuration Weakness,No
INC001726,E001726,A043,Level 3,1,58,Configuration Weakness,Yes
INC001727,E001727,A007,Level 2,2,59,Credential Leak,No
INC001728,E001728,A035,Level 1,9,64,Zero Day Exploit,Yes
INC001729,E001729,A028,Level 1,5,11,Malware Payload,Yes
INC001730,E001730,A008,Level 3,5,19,Zero Day Exploit,No
INC001731,E001731,A013,Level 1,10,29,Configuration Weakness,No
INC001732,E001732,A018,Level 3,6,50,Zero Day Exploit,No
INC001733,E001733,A035,Level 1,13,25,User Error,No
INC001734,E001734,A016,Level 2,14,51,Configuration Weakness,No
INC001735,E001735,A038,Level 1,6,40,Configuration Weakness,No
INC001736,E001736,A050,Level 2,13,52,Configuration Weakness,No
INC001737,E001737,A012,Level 1,5,36,Credential Leak,No
INC001738,E001738,A004,Level 2,14,50,Credential Leak,Yes
INC001739,E001739,A010,Level 2,7,32,Zero Day Exploit,Yes
INC001740,E001740,A020,Level 2,13,32,Malware Payload,Yes
INC001741,E001741,A010,Level 2,6,65,Configuration Weakness,Yes
INC001742,E001742,A028,Level 3,1,45,Configuration Weakness,Yes
INC001743,E001743,A022,Level 1,5,44,Credential Leak,Yes
INC001744,E001744,A005,Level 1,8,29,Malware Payload,No
INC001745,E001745,A003,Level 1,4,33,User Error,No
INC001746,E001746,A040,Level 3,14,29,Credential Leak,Yes
INC001747,E001747,A026,Level 1,9,52,Malware Payload,Yes
INC001748,E001748,A003,Level 3,12,52,Malware Payload,No
INC001749,E001749,A042,Level 2,3,53,Zero Day Exploit,No
INC001750,E001750,A034,Level 2,3,57,Credential Leak,No
INC001751,E001751,A004,Level 3,1,49,Zero Day Exploit,No
INC001752,E001752,A036,Level 1,14,37,Credential Leak,Yes
INC001753,E001753,A008,Level 2,3,16,Configuration Weakness,No
INC001754,E001754,A015,Level 2,9,66,Zero Day Exploit,Yes
INC001755,E001755,A034,Level 3,1,17,Credential Leak,Yes
INC001756,E001756,A018,Level 1,8,33,Malware Payload,Yes
INC001757,E001757,A013,Level 3,3,9,Configuration Weakness,Yes
INC001758,E001758,A002,Level 1,9,53,User Error,No
INC001759,E001759,A012,Level 2,2,40,Configuration Weakness,No
INC001760,E001760,A001,Level 3,7,55,Zero Day Exploit,No
INC001761,E001761,A032,Level 2,11,60,Malware Payload,No
INC001762,E001762,A042,Level 2,7,41,Malware Payload,Yes
INC001763,E001763,A005,Level 1,8,31,Zero Day Exploit,No
INC001764,E001764,A015,Level 3,4,39,Configuration Weakness,No
INC001765,E001765,A012,Level 1,10,52,Malware Payload,Yes
INC001766,E001766,A012,Level 1,13,26,Malware Payload,No
INC001767,E001767,A043,Level 3,10,50,Zero Day Exploit,No
INC001768,E001768,A017,Level 1,3,19,Configuration Weakness,No
INC001769,E001769,A038,Level 3,9,49,Zero Day Exploit,No
INC001770,E001770,A032,Level 2,10,67,User Error,Yes
INC001771,E001771,A042,Level 1,1,23,Malware Payload,No
INC001772,E001772,A020,Level 2,7,61,Malware Payload,No
INC001773,E001773,A030,Level 3,6,60,Configuration Weakness,Yes
INC001774,E001774,A031,Level 3,3,8,Malware Payload,Yes
INC001775,E001775,A048,Level 2,10,57,Credential Leak,Yes
INC001776,E001776,A026,Level 2,7,12,Malware Payload,Yes
INC001777,E001777,A031,Level 2,3,9,User Error,No
INC001778,E001778,A042,Level 1,2,39,User Error,No
INC001779,E001779,A035,Level 1,11,70,Malware Payload,No
INC001780,E001780,A024,Level 1,13,36,Configuration Weakness,No
INC001781,E001781,A048,Level 2,9,34,Configuration Weakness,Yes
INC001782,E001782,A047,Level 1,12,27,Configuration Weakness,No
INC001783,E001783,A010,Level 1,2,13,Configuration Weakness,Yes
